EmployeeID,Age,Department,JobRole,Gender,MaritalStatus,Education,YearsAtCompany,DistanceFromHome_km,MonthlyIncome,JobSatisfaction,WorkLifeBalance,OverTime,PerformanceRating,Attrition
1618,33,Finance,Accountant,Female,Single,Master's,13,10,59386,4,3,Yes,1,No
1619,55,HR,HR Manager,Female,Single,Bachelor's,13,9,48252,3,3,No,2,No
1620,28,Finance,Financial Analyst,Male,Married,Bachelor's,4,25,48567,3,3,Yes,3,No
1621,30,R&D,Lab Technician,Male,Married,High School,12,24,54976,4,4,Yes,3,No
1622,51,HR,HR Executive,Male,Divorced,Bachelor's,7,1,39081,1,3,No,4,No
1623,35,Operations,Operations Executive,Male,Divorced,High School,2,13,22335,2,4,No,1,No
1624,26,IT,IT Support,Female,Married,High School,6,23,40190,1,3,No,2,No
1625,27,IT,IT Support,Female,Single,Bachelor's,4,15,46359,3,1,No,3,No
1626,48,HR,HR Executive,Female,Married,Bachelor's,3,24,43622,1,3,Yes,2,No
1627,43,R&D,Lab Technician,Male,Married,High School,18,19,44602,2,4,Yes,4,Yes
1628,30,R&D,Lab Technician,Male,Single,Master's,10,11,42975,2,3,No,3,No
1629,34,Operations,Supervisor,Male,Single,Master's,8,25,22830,3,3,Yes,1,No
1630,36,IT,IT Support,Female,Single,Master's,17,21,26515,4,1,No,4,No
1631,46,R&D,Lab Technician,Female,Single,Bachelor's,10,28,59082,2,2,Yes,2,Yes
1632,26,HR,HR Manager,Female,Married,Master's,10,12,39694,4,1,No,1,No
1633,57,Operations,Supervisor,Female,Married,PhD,4,2,32074,4,4,No,1,No
1634,46,R&D,Research Scientist,Female,Single,Bachelor's,12,25,34468,3,3,No,1,No
1635,44,R&D,Research Scientist,Male,Married,Master's,17,4,59476,4,4,Yes,3,No
1636,35,HR,HR Manager,Female,Single,Bachelor's,9,24,42690,4,4,No,1,No
1637,26,Sales,Sales Executive,Female,Single,PhD,8,1,45010,1,4,No,4,No
1638,31,Operations,Supervisor,Female,Divorced,Master's,9,29,47143,1,3,Yes,1,Yes
1639,34,Operations,Operations Executive,Male,Married,Bachelor's,0,1,65335,1,4,Yes,4,Yes
1640,44,Sales,Sales Manager,Female,Married,PhD,6,5,36602,2,4,No,1,No
1641,54,Finance,Accountant,Female,Single,Master's,19,12,76532,2,1,No,1,No
1642,54,HR,HR Executive,Male,Married,Master's,9,28,48293,4,3,Yes,4,No
1643,28,R&D,Research Scientist,Female,Married,Bachelor's,7,22,52777,3,4,Yes,1,No
1644,43,Operations,Operations Executive,Female,Married,Bachelor's,10,8,28844,1,4,No,4,No
1645,25,Operations,Operations Executive,Female,Single,Bachelor's,6,29,31231,4,4,No,3,No
1646,25,Sales,Sales Manager,Female,Divorced,Bachelor's,19,5,31584,3,2,Yes,4,No
1647,41,IT,IT Support,Male,Married,High School,17,28,44912,3,2,Yes,1,Yes
1648,54,Finance,Financial Analyst,Male,Married,Master's,15,27,56700,1,3,No,1,No
1649,21,IT,IT Support,Female,Married,Bachelor's,17,8,49838,3,2,No,4,No
1650,42,Operations,Operations Executive,Female,Divorced,Bachelor's,16,27,41247,2,1,No,3,No
1651,45,IT,IT Support,Female,Single,Bachelor's,3,3,39966,2,3,No,4,No
1652,50,IT,Software Engineer,Female,Divorced,High School,13,4,44916,1,3,No,1,No
1653,22,Sales,Sales Manager,Male,Single,High School,6,27,64078,4,4,Yes,1,No
1654,55,Operations,Operations Executive,Female,Single,Master's,18,26,40334,3,2,Yes,1,No
1655,28,HR,HR Executive,Male,Single,Bachelor's,2,7,40039,2,1,Yes,1,Yes
1656,47,Operations,Supervisor,Male,Married,High School,12,20,27781,1,2,No,2,No
1657,38,R&D,Research Scientist,Male,Married,Bachelor's,2,26,43708,4,4,No,4,No
1658,53,Operations,Supervisor,Male,Married,Bachelor's,7,20,73821,1,4,No,3,No
1659,47,Finance,Financial Analyst,Female,Married,Bachelor's,1,22,32552,4,2,Yes,1,Yes
1660,44,IT,Software Engineer,Male,Married,Master's,1,15,55642,3,1,Yes,4,No
1661,31,HR,HR Manager,Female,Divorced,Master's,7,25,39333,3,1,No,4,No
1662,56,Sales,Sales Executive,Female,Single,Bachelor's,6,6,60064,1,2,No,4,No
1663,44,Finance,Accountant,Male,Married,PhD,14,11,31711,3,4,Yes,4,No
1664,49,Sales,Sales Executive,Male,Married,Bachelor's,1,5,20232,2,4,Yes,3,Yes
1665,21,Finance,Financial Analyst,Male,Married,Bachelor's,8,23,56988,1,3,No,1,No
1666,23,Finance,Financial Analyst,Male,Married,High School,6,10,42874,3,2,No,3,No
1667,42,Sales,Sales Executive,Male,Married,Bachelor's,17,18,35718,1,3,Yes,1,No
1668,52,Sales,Sales Executive,Female,Single,High School,1,5,36374,3,1,No,3,No
1669,38,Operations,Operations Executive,Female,Single,Bachelor's,9,6,51322,3,2,No,1,No
1670,57,Sales,Sales Manager,Male,Single,Bachelor's,19,4,46866,4,4,Yes,2,No
1671,45,IT,IT Support,Female,Married,Bachelor's,6,21,50106,1,2,No,4,No
1672,22,HR,HR Manager,Female,Married,Bachelor's,6,26,53973,3,2,No,1,No
1673,31,IT,Software Engineer,Male,Married,High School,15,2,56443,2,2,No,3,No
1674,31,HR,HR Executive,Male,Single,High School,4,9,33510,2,3,No,1,No
1675,44,Operations,Operations Executive,Female,Married,High School,17,26,45297,3,3,Yes,3,No
1676,28,Operations,Operations Executive,Male,Married,Bachelor's,11,5,39106,1,1,No,4,No
1677,33,Operations,Operations Executive,Female,Married,Bachelor's,14,29,41733,3,4,No,4,No
1678,31,Sales,Sales Executive,Male,Married,Master's,11,9,57763,1,2,Yes,3,Yes
1679,57,Sales,Sales Executive,Female,Divorced,Bachelor's,11,11,75469,2,2,No,2,No
1680,56,Operations,Operations Executive,Female,Married,Bachelor's,18,25,36703,2,1,Yes,1,Yes
1681,29,Finance,Financial Analyst,Male,Divorced,Bachelor's,1,17,49667,4,3,Yes,2,No
1682,39,Finance,Accountant,Female,Married,Bachelor's,2,10,49596,3,2,No,2,No
1683,28,HR,HR Executive,Female,Married,Bachelor's,7,7,46181,1,3,No,3,No
1684,37,Operations,Operations Executive,Male,Single,Bachelor's,12,10,54930,3,4,No,2,No
1685,54,IT,Software Engineer,Male,Divorced,Bachelor's,11,10,53832,1,4,Yes,1,Yes
1686,56,Operations,Supervisor,Female,Divorced,Bachelor's,7,23,44293,2,1,Yes,4,Yes
1687,55,Finance,Accountant,Female,Divorced,Bachelor's,2,15,47485,1,2,Yes,1,Yes
1688,39,IT,IT Support,Female,Married,High School,6,28,64039,3,2,No,4,No
1689,33,Sales,Sales Executive,Female,Single,PhD,18,3,43665,2,3,Yes,4,No
1690,55,HR,HR Executive,Female,Single,Bachelor's,4,5,62829,3,1,Yes,4,No
1691,43,Finance,Financial Analyst,Male,Single,Bachelor's,11,6,59566,4,2,No,2,No
1692,29,Sales,Sales Executive,Female,Married,Bachelor's,4,25,53018,3,1,Yes,3,Yes
1693,22,Operations,Supervisor,Female,Single,PhD,5,22,25510,3,2,Yes,4,No
1694,51,R&D,Lab Technician,Female,Divorced,Master's,7,24,16782,1,3,Yes,4,Yes
1695,51,Operations,Supervisor,Female,Divorced,Master's,0,28,38104,4,3,No,3,No
1696,26,Finance,Accountant,Female,Single,High School,10,9,59216,2,2,Yes,1,Yes
1697,50,Operations,Supervisor,Female,Married,High School,10,12,49648,4,1,Yes,2,No
1698,26,Sales,Sales Executive,Female,Married,High School,11,2,40446,3,1,No,1,No
1699,50,Operations,Supervisor,Male,Single,Bachelor's,0,18,59676,1,1,No,4,Yes
1700,34,R&D,Lab Technician,Male,Single,High School,0,24,30475,1,4,No,2,No
1701,48,HR,HR Executive,Female,Married,Bachelor's,2,23,46440,1,3,No,1,No
1702,57,HR,HR Manager,Female,Single,Master's,5,24,39076,2,2,No,1,No
1703,24,Finance,Accountant,Female,Single,Bachelor's,4,6,34569,4,2,Yes,2,Yes
1704,56,IT,IT Support,Female,Married,Bachelor's,14,6,15000,1,4,No,3,No
1705,41,IT,Software Engineer,Male,Single,Bachelor's,5,8,56596,3,3,No,2,No
1706,31,Sales,Sales Executive,Male,Married,High School,17,11,16402,1,2,No,4,No
1707,23,HR,HR Executive,Male,Married,Bachelor's,8,12,69959,1,4,No,3,No
1708,45,IT,Software Engineer,Female,Single,Bachelor's,9,5,62467,1,4,Yes,4,Yes
1709,35,Operations,Operations Executive,Female,Single,Bachelor's,16,28,41120,2,1,No,4,No
1710,33,Finance,Financial Analyst,Male,Single,High School,14,26,50884,3,2,No,4,No
1711,25,HR,HR Executive,Male,Single,Bachelor's,17,3,23011,3,1,Yes,4,No
1712,30,IT,IT Support,Male,Single,Master's,2,6,49720,1,3,No,3,No
1713,46,R&D,Research Scientist,Male,Married,Master's,12,16,29660,2,1,No,3,No
1714,23,Finance,Financial Analyst,Male,Married,Bachelor's,7,18,48043,3,1,No,4,No
1715,54,Sales,Sales Executive,Female,Single,Bachelor's,8,12,69513,4,1,No,4,No
1716,34,HR,HR Executive,Male,Married,Master's,16,3,48954,1,3,No,3,No
1717,34,R&D,Lab Technician,Female,Married,Bachelor's,8,4,43009,1,4,No,2,No
1718,35,R&D,Research Scientist,Female,Married,Bachelor's,15,6,46250,2,1,No,2,No
1719,46,IT,IT Support,Male,Single,Master's,14,22,15000,2,3,No,4,No
1720,57,HR,HR Executive,Male,Single,Master's,0,13,43622,1,4,No,4,No
1721,30,Finance,Financial Analyst,Male,Single,PhD,0,8,42906,4,4,No,2,No
1722,30,Operations,Supervisor,Male,Married,Bachelor's,0,10,34627,1,4,No,1,No
1723,30,IT,IT Support,Male,Married,Bachelor's,3,10,52807,2,1,No,2,No
1724,26,Finance,Financial Analyst,Male,Single,Master's,18,28,24928,3,2,No,2,No
1725,44,Sales,Sales Manager,Female,Divorced,Bachelor's,13,20,16364,2,3,No,3,No
1726,43,IT,IT Support,Male,Single,Master's,13,12,47401,3,3,No,1,No
1727,23,Finance,Accountant,Female,Married,High School,13,23,66955,2,3,No,3,No
1728,40,Sales,Sales Manager,Male,Married,High School,0,24,51858,4,3,No,2,No
1729,26,R&D,Research Scientist,Male,Married,High School,18,26,32855,4,3,No,4,No
1730,30,IT,Software Engineer,Female,Single,Bachelor's,2,17,92056,4,3,No,1,No
1731,28,HR,HR Executive,Female,Married,Bachelor's,3,4,29906,1,2,No,4,No
1732,42,Finance,Financial Analyst,Female,Single,Bachelor's,1,6,44121,2,4,Yes,3,Yes
1733,56,Operations,Supervisor,Female,Single,Bachelor's,0,12,55267,3,4,No,1,No
1734,47,Sales,Sales Manager,Male,Single,Master's,9,16,29233,4,3,No,2,No
1735,34,Operations,Supervisor,Male,Single,Master's,17,25,39483,2,3,Yes,2,Yes
1736,24,Finance,Financial Analyst,Female,Single,Master's,11,27,39173,2,3,No,1,No
1737,30,Sales,Sales Manager,Female,Divorced,Master's,8,18,60498,3,4,No,2,No
1738,24,HR,HR Manager,Female,Married,Master's,14,29,38777,2,3,No,1,No
1739,57,R&D,Lab Technician,Female,Single,Bachelor's,11,26,38589,1,3,Yes,3,Yes
1740,56,Sales,Sales Manager,Male,Single,PhD,2,14,68035,1,2,Yes,1,Yes
1741,57,R&D,Lab Technician,Male,Single,Bachelor's,14,17,50918,4,3,No,3,No
1742,50,R&D,Research Scientist,Male,Single,Bachelor's,10,17,63804,2,4,No,4,No
1743,43,Finance,Accountant,Female,Single,Bachelor's,9,4,52319,1,4,No,4,No
1744,33,Finance,Financial Analyst,Female,Single,Bachelor's,10,15,27235,4,3,No,3,No
1745,54,IT,IT Support,Female,Married,Master's,3,23,36828,2,4,No,2,No
1746,36,R&D,Lab Technician,Male,Married,Master's,12,12,27185,2,4,No,2,No
1747,43,R&D,Research Scientist,Female,Married,Master's,15,15,42552,2,1,No,4,No
1748,44,Operations,Operations Executive,Female,Married,Bachelor's,15,28,56401,4,2,Yes,3,Yes
1749,51,HR,HR Manager,Female,Single,High School,6,9,34232,3,1,No,3,No
1750,42,R&D,Lab Technician,Female,Married,Bachelor's,1,1,46253,1,4,No,4,No
1751,43,Finance,Financial Analyst,Male,Married,Bachelor's,1,5,53217,3,2,No,2,No
1752,41,R&D,Research Scientist,Male,Single,Master's,10,15,52110,3,2,No,1,No
1753,57,R&D,Research Scientist,Female,Married,PhD,3,29,33392,1,4,No,2,No
1754,56,R&D,Lab Technician,Male,Married,Master's,7,14,35682,2,4,Yes,1,Yes
1755,54,HR,HR Executive,Female,Single,Master's,7,3,76349,4,1,No,1,No
1756,39,R&D,Research Scientist,Male,Married,Bachelor's,8,26,54465,2,4,No,4,No
1757,57,Operations,Supervisor,Female,Married,Bachelor's,13,6,39183,4,4,No,2,No
1758,42,Finance,Financial Analyst,Male,Married,Bachelor's,1,22,65779,4,1,No,3,No
1759,34,HR,HR Executive,Male,Single,Bachelor's,12,9,42156,1,2,No,4,No
1760,35,Sales,Sales Manager,Female,Married,High School,3,20,51992,2,3,No,3,No
1761,56,R&D,Lab Technician,Male,Married,Bachelor's,13,24,64117,3,2,No,2,No
1762,23,Sales,Sales Executive,Female,Married,Bachelor's,18,7,32438,3,3,No,3,No
1763,21,Sales,Sales Executive,Male,Married,Bachelor's,7,19,42590,1,1,No,1,No
1764,31,Operations,Supervisor,Male,Divorced,Bachelor's,2,21,25299,2,4,No,2,No
1765,43,R&D,Lab Technician,Female,Single,Bachelor's,10,23,54767,4,1,Yes,4,No
1766,53,IT,Software Engineer,Male,Married,Bachelor's,1,14,15000,1,1,No,4,No
1767,24,IT,IT Support,Male,Married,Master's,12,26,27294,1,2,No,4,No
1768,37,IT,IT Support,Female,Married,Bachelor's,10,20,55077,1,1,No,4,No
1769,51,HR,HR Executive,Female,Single,Bachelor's,2,1,15000,2,1,Yes,3,Yes
1770,50,IT,Software Engineer,Male,Single,High School,10,8,36039,4,3,Yes,2,No
1771,36,R&D,Lab Technician,Female,Single,High School,19,26,21299,4,2,No,2,No
1772,45,Finance,Financial Analyst,Male,Single,Bachelor's,12,13,49281,3,1,No,4,No
1773,43,Sales,Sales Executive,Female,Married,Master's,10,22,56312,4,1,Yes,3,Yes
1774,45,Sales,Sales Manager,Female,Single,Bachelor's,19,23,58552,3,4,No,1,No
1775,24,R&D,Lab Technician,Male,Single,Bachelor's,18,21,34970,2,2,Yes,4,Yes
1776,29,HR,HR Executive,Female,Single,Bachelor's,17,18,40614,1,4,No,3,No
1777,35,Sales,Sales Manager,Female,Single,Bachelor's,11,15,41621,2,2,No,2,No
1778,53,R&D,Research Scientist,Female,Single,High School,6,21,41841,4,4,No,4,No
1779,34,Sales,Sales Executive,Female,Single,Bachelor's,1,29,54839,1,1,Yes,2,Yes
1780,37,Finance,Accountant,Female,Married,High School,17,26,37010,1,4,No,4,No
1781,38,Finance,Financial Analyst,Female,Single,Bachelor's,11,22,38302,2,2,No,1,Yes
1782,36,HR,HR Executive,Male,Married,Master's,12,21,46330,4,2,No,1,No
1783,28,Finance,Accountant,Female,Single,Bachelor's,6,11,48321,4,2,No,2,No
1784,41,HR,HR Manager,Male,Married,High School,10,20,52924,3,1,Yes,4,Yes
1785,57,IT,IT Support,Male,Divorced,Master's,12,8,50710,1,4,Yes,3,Yes
1786,47,HR,HR Manager,Female,Married,Bachelor's,12,27,60258,2,2,Yes,2,Yes
1787,40,R&D,Research Scientist,Male,Single,PhD,9,27,48569,1,2,No,2,Yes
1788,32,Sales,Sales Manager,Male,Married,Master's,9,7,34240,1,4,Yes,4,No
1789,50,R&D,Lab Technician,Female,Married,High School,19,3,24699,4,3,No,4,No
1790,40,IT,IT Support,Female,Married,Bachelor's,4,2,15000,4,2,No,1,No
1791,47,Operations,Supervisor,Female,Single,Bachelor's,10,5,63623,4,2,Yes,3,No
1792,42,Operations,Supervisor,Male,Married,Master's,17,26,28685,3,1,No,1,No
1793,45,Sales,Sales Executive,Female,Single,Bachelor's,6,27,15327,4,1,Yes,3,Yes
1794,52,Finance,Financial Analyst,Male,Married,Master's,13,21,55613,3,1,Yes,4,Yes
1795,31,IT,Software Engineer,Male,Divorced,PhD,9,26,45624,2,2,No,3,Yes
1796,42,HR,HR Manager,Male,Married,Master's,4,6,42583,3,3,Yes,2,No
1797,41,HR,HR Executive,Female,Single,Bachelor's,5,9,22476,3,1,Yes,2,No
1798,36,HR,HR Executive,Female,Married,Bachelor's,7,24,47076,3,1,Yes,4,No
1799,39,IT,Software Engineer,Female,Married,Bachelor's,0,10,54029,4,3,Yes,1,No
1800,38,Finance,Accountant,Female,Single,Bachelor's,10,11,62301,3,3,No,3,No
1801,36,HR,HR Executive,Female,Single,Bachelor's,3,7,57635,1,2,No,1,No
1802,50,Operations,Supervisor,Male,Married,Bachelor's,9,14,35789,2,3,Yes,3,No
1803,29,IT,Software Engineer,Male,Single,Bachelor's,18,14,62410,3,4,No,2,No
1804,45,Finance,Accountant,Female,Married,Bachelor's,19,28,55581,2,1,No,4,Yes
1805,48,R&D,Research Scientist,Female,Single,Master's,8,9,40762,4,2,Yes,3,No
1806,23,Sales,Sales Manager,Female,Married,High School,14,28,68898,3,3,Yes,4,No
1807,26,Sales,Sales Manager,Male,Single,Bachelor's,12,19,62560,1,2,No,1,No
1808,29,Sales,Sales Manager,Female,Single,Master's,3,16,42489,2,4,No,2,No
1809,36,Sales,Sales Executive,Male,Married,Bachelor's,13,15,48542,1,1,No,4,No
1810,34,Operations,Operations Executive,Female,Married,Bachelor's,15,19,39554,2,1,No,3,No
1811,43,HR,HR Manager,Female,Divorced,Bachelor's,14,6,64857,2,2,No,3,No
1812,26,Finance,Accountant,Male,Married,Bachelor's,9,16,51675,1,4,No,4,No
1813,28,Finance,Financial Analyst,Male,Married,Master's,7,13,33335,1,3,Yes,4,No
1814,51,R&D,Lab Technician,Female,Single,High School,3,20,72362,4,3,No,2,No
1815,45,Sales,Sales Executive,Male,Single,Bachelor's,6,11,51295,4,1,No,4,No
1816,39,HR,HR Manager,Female,Married,Master's,18,28,43722,3,4,Yes,4,No
1817,33,R&D,Lab Technician,Female,Married,PhD,1,14,34143,1,2,Yes,4,Yes
1818,35,Sales,Sales Executive,Female,Married,Bachelor's,5,21,28965,1,1,No,1,No
1819,40,R&D,Lab Technician,Female,Single,High School,2,2,53816,2,3,No,2,No
1820,22,HR,HR Manager,Female,Single,High School,11,20,42924,4,1,No,2,No
1821,28,HR,HR Manager,Male,Married,Bachelor's,8,7,54846,2,2,No,4,No
1822,55,R&D,Research Scientist,Female,Married,PhD,14,8,15000,4,3,No,4,No
1823,28,Sales,Sales Executive,Female,Divorced,Bachelor's,16,19,44661,4,1,No,1,No
1824,39,IT,IT Support,Female,Single,Bachelor's,6,15,34785,1,4,Yes,4,Yes
1825,22,Operations,Operations Executive,Female,Divorced,Bachelor's,7,18,63336,1,1,No,3,No
1826,55,IT,Software Engineer,Male,Married,Master's,10,11,55190,1,3,No,4,No
1827,37,IT,Software Engineer,Female,Married,Bachelor's,4,3,27441,1,4,No,4,No
1828,40,Sales,Sales Executive,Male,Married,Bachelor's,5,13,46217,4,2,No,2,No
1829,27,Operations,Operations Executive,Male,Single,Bachelor's,9,27,47724,3,3,No,1,No
1830,42,IT,Software Engineer,Male,Married,Bachelor's,4,21,44281,3,2,No,2,No
1831,48,Operations,Operations Executive,Female,Married,Bachelor's,18,6,46391,1,3,No,1,No
1832,32,R&D,Lab Technician,Female,Single,High School,4,21,44978,2,4,Yes,4,No
1833,28,HR,HR Executive,Male,Single,Master's,6,1,49101,3,1,No,4,No
1834,51,Sales,Sales Executive,Female,Single,Master's,18,26,29585,1,1,Yes,1,Yes
1835,27,HR,HR Manager,Female,Single,PhD,7,27,41758,3,4,No,2,No
1836,22,Operations,Supervisor,Female,Divorced,Master's,18,16,50466,4,2,Yes,3,Yes
1837,53,Finance,Accountant,Male,Married,Bachelor's,13,27,43601,3,2,No,3,No
1838,39,Finance,Accountant,Male,Single,Bachelor's,14,25,54580,4,4,No,3,No
1839,45,R&D,Research Scientist,Female,Single,Master's,0,27,36514,3,1,No,2,No
1840,31,Operations,Operations Executive,Female,Married,Bachelor's,17,10,56720,2,2,Yes,4,Yes
1841,56,Sales,Sales Executive,Male,Divorced,Master's,15,3,46850,3,4,No,4,No
1842,28,HR,HR Manager,Male,Single,Bachelor's,10,12,47750,1,4,No,2,No
1843,31,IT,IT Support,Male,Single,Master's,11,7,43061,3,1,No,3,No
1844,40,Sales,Sales Executive,Male,Single,Master's,13,27,25859,3,1,No,2,No
1845,36,R&D,Research Scientist,Female,Married,Master's,11,6,22748,4,2,No,1,No
1846,36,Finance,Accountant,Male,Married,High School,9,28,50073,1,1,No,1,No
1847,30,IT,IT Support,Male,Married,Master's,7,4,31110,2,4,No,4,No
1848,57,HR,HR Manager,Female,Single,Bachelor's,19,1,45953,3,4,No,3,No
1849,28,Sales,Sales Executive,Male,Married,Bachelor's,18,17,35765,4,1,Yes,3,No
1850,54,R&D,Research Scientist,Female,Single,Bachelor's,12,24,60830,1,3,No,3,No
1851,47,IT,Software Engineer,Male,Married,Bachelor's,5,16,47275,2,1,Yes,3,Yes
1852,40,HR,HR Executive,Male,Married,High School,8,22,38507,4,3,No,1,No
1853,57,HR,HR Manager,Female,Single,PhD,11,10,39538,2,4,No,2,No
1854,42,Sales,Sales Manager,Female,Divorced,Bachelor's,19,9,61460,4,4,No,4,No
1855,23,Sales,Sales Manager,Female,Single,High School,16,28,43464,4,2,Yes,4,No
1856,47,HR,HR Executive,Male,Married,Bachelor's,18,20,48982,2,3,Yes,4,No
1857,27,R&D,Lab Technician,Female,Single,Bachelor's,3,10,30599,2,1,No,2,No
1858,32,Operations,Supervisor,Female,Married,Master's,13,19,40529,4,3,Yes,3,No
1859,53,R&D,Research Scientist,Female,Married,Bachelor's,1,23,60122,3,3,No,4,No
1860,32,R&D,Research Scientist,Female,Married,Bachelor's,3,16,48358,2,1,No,1,No
1861,47,IT,Software Engineer,Male,Married,Bachelor's,17,5,62372,3,1,Yes,4,Yes
1862,57,Sales,Sales Executive,Female,Married,Bachelor's,14,1,30869,3,3,No,2,No
1863,44,R&D,Research Scientist,Male,Married,Bachelor's,3,15,22067,4,3,No,2,No
1864,32,HR,HR Executive,Male,Single,Master's,10,9,47110,2,3,No,3,No
1865,38,R&D,Research Scientist,Female,Married,Master's,2,19,60669,2,1,No,1,No
1866,37,Finance,Financial Analyst,Male,Single,Bachelor's,6,18,50614,1,2,No,4,No
1867,43,Operations,Supervisor,Male,Single,High School,17,10,42345,4,2,No,1,No
1868,49,Operations,Supervisor,Female,Divorced,Master's,9,14,38381,2,4,Yes,4,Yes
1869,52,HR,HR Manager,Female,Married,High School,15,25,43139,4,1,No,2,No
1870,27,Sales,Sales Manager,Female,Divorced,Master's,19,22,43884,4,4,No,3,No
1871,42,R&D,Lab Technician,Male,Single,Bachelor's,1,13,38116,1,3,Yes,2,Yes
1872,24,Sales,Sales Executive,Male,Single,Bachelor's,0,19,25089,1,4,Yes,3,No
1873,23,Sales,Sales Manager,Female,Single,Bachelor's,5,10,63733,4,2,Yes,1,No
1874,25,Sales,Sales Manager,Female,Divorced,Master's,11,20,17474,4,1,Yes,1,No
1875,45,Finance,Accountant,Female,Married,Bachelor's,1,17,44394,3,2,No,4,No
1876,42,Finance,Financial Analyst,Male,Divorced,Master's,2,16,34926,3,3,Yes,1,No
1877,41,Finance,Financial Analyst,Male,Divorced,Master's,8,7,42985,2,3,No,1,No
1878,33,HR,HR Manager,Female,Married,High School,19,28,27115,3,1,No,4,No
1879,40,Sales,Sales Executive,Female,Divorced,Master's,3,2,37856,1,2,Yes,3,No
1880,56,IT,Software Engineer,Female,Married,Bachelor's,10,27,34874,4,2,No,4,No
1881,31,Sales,Sales Executive,Male,Married,High School,17,5,24544,1,4,Yes,1,No
1882,37,Finance,Accountant,Male,Married,Bachelor's,11,16,19781,1,3,No,2,No
1883,23,Sales,Sales Executive,Male,Married,Master's,11,25,46862,2,2,No,3,Yes
1884,24,HR,HR Manager,Male,Single,Bachelor's,10,2,55330,4,1,Yes,3,No
1885,21,HR,HR Manager,Male,Divorced,Bachelor's,6,4,37895,4,4,No,4,No
1886,39,Sales,Sales Manager,Male,Married,Bachelor's,17,26,71235,4,3,No,4,No
1887,39,R&D,Lab Technician,Male,Married,Master's,9,7,57642,2,3,No,1,No
1888,24,Operations,Operations Executive,Female,Married,Master's,2,1,31894,1,4,No,1,No
1889,54,Operations,Operations Executive,Male,Divorced,Bachelor's,8,14,68118,3,3,No,4,No
1890,48,IT,IT Support,Female,Married,Bachelor's,4,11,65410,2,4,Yes,2,Yes
1891,28,IT,Software Engineer,Female,Divorced,Bachelor's,1,9,42521,1,3,No,4,No
1892,46,R&D,Research Scientist,Female,Divorced,Master's,15,11,62967,1,2,Yes,4,Yes
1893,42,IT,Software Engineer,Female,Single,PhD,1,17,45295,2,4,No,4,No
1894,25,R&D,Research Scientist,Female,Married,Master's,18,4,39717,1,1,Yes,2,Yes
1895,33,HR,HR Manager,Female,Married,Master's,10,5,36502,1,4,Yes,4,No
1896,55,Sales,Sales Executive,Female,Single,High School,1,1,48114,2,1,No,1,Yes
1897,46,R&D,Lab Technician,Male,Married,High School,11,12,50549,4,2,Yes,2,Yes
1898,56,Operations,Operations Executive,Male,Married,Bachelor's,11,29,54180,2,1,No,3,No
1899,31,HR,HR Manager,Male,Married,Bachelor's,16,28,31408,4,3,No,1,No
1900,45,Finance,Financial Analyst,Female,Single,Bachelor's,4,7,45136,4,3,No,4,No
1901,34,Sales,Sales Manager,Female,Married,Bachelor's,13,24,15000,3,1,Yes,4,Yes
1902,33,Sales,Sales Manager,Female,Divorced,Master's,13,23,63471,4,1,No,1,No
1903,26,Operations,Operations Executive,Male,Single,High School,11,8,45156,1,1,No,1,No
1904,50,Operations,Operations Executive,Male,Single,Master's,15,24,51527,4,2,No,4,No
1905,45,R&D,Research Scientist,Male,Single,Bachelor's,14,14,40882,1,3,No,4,No
1906,38,R&D,Lab Technician,Female,Divorced,Bachelor's,18,13,34008,4,2,No,2,No
1907,38,Operations,Supervisor,Male,Divorced,Bachelor's,18,1,35904,3,2,No,1,No
1908,51,Sales,Sales Manager,Male,Married,High School,4,16,62007,2,2,Yes,1,Yes
1909,43,Sales,Sales Executive,Female,Married,Master's,8,7,71125,4,4,Yes,2,No
1910,47,R&D,Research Scientist,Male,Single,Bachelor's,11,22,41601,1,1,Yes,4,Yes
1911,33,R&D,Lab Technician,Male,Single,High School,10,3,28453,4,3,No,4,No
1912,22,IT,Software Engineer,Male,Married,Master's,1,28,54605,4,2,Yes,4,Yes
1913,28,Sales,Sales Executive,Female,Single,Bachelor's,9,1,18021,3,1,Yes,4,No
1914,44,HR,HR Manager,Male,Married,PhD,3,22,36074,2,3,No,3,No
1915,50,HR,HR Executive,Female,Married,Bachelor's,14,20,18389,2,3,No,1,No
1916,50,R&D,Research Scientist,Male,Single,Bachelor's,16,11,47861,4,2,No,1,No
1917,28,Finance,Accountant,Female,Divorced,High School,5,18,59296,4,2,No,3,No
1918,28,HR,HR Executive,Female,Single,Master's,3,26,36246,3,4,Yes,2,No
1919,38,Finance,Accountant,Female,Single,Bachelor's,7,19,64190,2,4,Yes,2,No
1920,57,Operations,Supervisor,Female,Single,Bachelor's,4,4,25764,3,3,No,2,No
1921,32,Operations,Supervisor,Female,Single,Bachelor's,8,8,69442,2,2,No,3,No
1922,28,HR,HR Executive,Male,Married,Master's,12,29,54919,4,3,Yes,4,No
1923,33,Sales,Sales Executive,Male,Married,High School,19,11,45548,2,2,Yes,2,Yes
1924,48,Sales,Sales Manager,Male,Married,Bachelor's,3,1,46095,2,4,No,1,No
1925,37,Finance,Financial Analyst,Female,Married,Bachelor's,19,8,52988,4,2,No,3,No
1926,34,Sales,Sales Manager,Male,Married,Bachelor's,18,8,36270,4,3,Yes,1,No
